case_id,obs_date,region,lat,lon,depth_m,glorys_temp_c,model_temp_c,argo_temp_c,climatology_temp_c,model_uncertainty_c,argo_available,glorys_available,model_available,metric_status
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,20,27.909,29.557,,29.998,0.0503,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,30,27.907,30.178,,29.86,0.1167,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,50,27.918,28.804,,28.812,0.0784,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,75,27.969,27.625,,27.325,0.3197,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,100,27.981,27.66,,26.86,0.1837,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,125,23.041,25.103,,24.011,1.0285,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,150,20.019,21.454,,20.576,0.9096,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,200,17.29,18.195,,17.769,0.6461,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,300,12.495,13.055,,12.648,0.0631,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,500,10.631,10.636,,10.286,0.0644,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,700,9.92,9.338,,9.766,0.0638,False,True,True,computed
CASE_17,2023-06-18,bay_of_bengal,19.375,82.625,1000,8.461,9.233,,8.428,0.0729,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,0,28.15,29.889,,30.184,0.0616,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,5,28.15,29.406,,30.094,0.0836,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,10,28.15,29.552,,30.083,0.1007,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,20,28.149,29.622,,30.069,0.0525,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,30,28.147,30.274,,29.971,0.1133,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,50,28.148,29.01,,29.053,0.0772,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,75,28.161,27.868,,27.613,0.2948,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,100,28.213,27.753,,27.116,0.2279,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,125,23.968,25.248,,24.2,1.0269,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,150,20.802,21.999,,21.085,1.0211,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,200,17.657,18.522,,17.863,0.5133,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,300,12.562,13.238,,12.81,0.067,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,500,10.621,10.69,,10.257,0.0661,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,700,9.842,9.663,,9.859,0.0765,False,True,True,computed
CASE_18,2023-06-20,bay_of_bengal,14.875,83.875,1000,8.383,9.261,,8.526,0.0799,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,0,28.145,29.945,,30.172,0.0594,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,5,28.145,29.645,,30.082,0.0887,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,10,28.144,29.425,,30.075,0.1267,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,20,28.142,29.653,,30.074,0.0554,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,30,28.139,30.018,,29.91,0.1005,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,50,28.137,29.19,,29.141,0.0892,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,75,28.143,27.897,,27.851,0.3876,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,100,28.213,28.115,,27.278,0.1702,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,125,23.594,24.674,,23.827,0.8645,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,150,20.176,21.739,,20.924,1.1656,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,200,17.308,18.621,,18.018,0.5413,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,300,12.099,13.199,,12.838,0.0628,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,500,10.488,10.667,,10.374,0.0683,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,700,10.075,9.447,,9.883,0.0697,False,True,True,computed
CASE_19,2023-06-22,bay_of_bengal,8.125,79.375,1000,8.189,9.266,,8.433,0.0679,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,0,27.495,30.133,,30.106,0.0543,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,5,27.494,29.285,,30.016,0.0885,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,10,27.492,29.52,,30.004,0.1131,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,20,27.488,29.521,,29.988,0.0457,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,30,27.481,30.141,,29.848,0.125,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,50,27.474,28.866,,28.767,0.0802,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,75,27.456,27.591,,27.291,0.3391,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,100,27.519,27.688,,26.822,0.2071,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,125,25.493,25.135,,24.022,1.0386,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,150,21.097,21.35,,20.542,0.8976,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,200,17.537,18.155,,17.803,0.6603,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,300,12.644,13.004,,12.592,0.0616,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,500,10.425,10.516,,10.267,0.0661,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,700,10.002,9.303,,9.725,0.0603,False,True,True,computed
CASE_20,2023-06-22,bay_of_bengal,20.875,83.375,1000,8.595,9.27,,8.402,0.0699,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,0,27.882,29.897,,30.108,0.0608,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,5,27.881,29.202,,30.021,0.0856,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,10,27.88,29.394,,30.009,0.1078,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,20,27.879,29.548,,29.987,0.0515,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,30,27.877,30.038,,29.854,0.1063,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,50,27.879,29.009,,29.004,0.0851,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,75,27.905,27.919,,27.709,0.3546,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,100,28.048,28.021,,27.127,0.198,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,125,24.755,24.867,,23.891,0.991,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,150,20.882,21.622,,20.775,0.9252,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,200,17.652,18.085,,17.621,0.5782,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,300,12.337,13.112,,12.755,0.0622,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,500,10.64,10.598,,10.297,0.0642,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,700,10.079,9.454,,9.886,0.068,False,True,True,computed
CASE_21,2023-06-23,bay_of_bengal,12.625,78.375,1000,8.235,9.352,,8.49,0.0706,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,0,27.571,30.199,,30.147,0.0546,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,5,27.57,29.487,,30.058,0.0776,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,10,27.569,29.617,,30.045,0.1036,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,20,27.566,29.546,,30.029,0.043,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,30,27.563,30.126,,29.896,0.1255,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,50,27.568,28.918,,28.854,0.0771,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,75,27.627,27.558,,27.302,0.3192,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,100,27.68,27.727,,26.939,0.2017,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,125,26.905,25.204,,24.225,0.991,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,150,22.411,21.59,,20.807,0.862,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,200,17.857,18.294,,17.947,0.6188,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,300,12.247,12.979,,12.613,0.0655,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,500,10.73,10.475,,10.188,0.0728,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,700,10.178,9.185,,9.715,0.0572,False,True,True,computed
CASE_22,2023-06-23,bay_of_bengal,22.125,86.625,1000,8.806,9.244,,8.406,0.0711,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,0,27.922,29.973,,30.099,0.0613,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,5,27.922,29.136,,30.012,0.086,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,10,27.922,29.414,,30.0,0.1039,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,20,27.922,29.509,,29.977,0.0497,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,30,27.921,30.07,,29.842,0.1141,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,50,27.922,29.005,,28.983,0.0837,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,75,27.93,27.927,,27.677,0.354,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,100,28.061,28.009,,27.089,0.2165,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,125,24.443,24.808,,23.856,1.0496,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,150,20.754,21.559,,20.718,0.8853,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,200,17.464,18.019,,17.567,0.6045,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,300,12.359,13.12,,12.747,0.06,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,500,10.678,10.526,,10.297,0.0634,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,700,9.956,9.46,,9.893,0.066,False,True,True,computed
CASE_23,2023-06-24,bay_of_bengal,13.125,78.125,1000,8.262,9.375,,8.497,0.0701,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,0,28.168,29.918,,30.21,0.0523,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,5,28.168,29.392,,30.118,0.0797,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,10,28.167,29.504,,30.109,0.1204,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,20,28.167,29.534,,30.108,0.0433,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,30,28.168,30.151,,30.013,0.1369,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,50,28.17,29.217,,29.248,0.0702,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,75,28.206,27.993,,27.96,0.2854,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,100,28.265,27.909,,27.408,0.2086,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,125,25.208,24.996,,24.374,0.913,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,150,21.781,22.153,,21.325,0.9901,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,200,18.175,18.751,,18.346,0.5668,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,300,13.327,13.25,,12.975,0.0628,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,500,11.571,10.723,,10.308,0.0701,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,700,10.059,9.304,,9.852,0.0642,False,True,True,computed
CASE_24,2023-06-25,bay_of_bengal,10.375,85.625,1000,8.527,9.262,,8.553,0.0756,False,True,True,computed
